uid,whisper_transcripts,gt_transcripts
9dcd3ed1-1028-484d-9f4b-e71abc1ac009, Go ahead.," go ahead 
"
30317545-e2db-4399-9756-4005ef6ee82e," How do you feel right now, Bert? You mad as hell? You mad as hell right now?"," how do feel right now babe you mad as hell you mad as hell right now 
"
0f777dc6-c238-4c63-a089-c673a8a41cbc," I mean, that is your point."," now savage me your 
"
afaa7272-b130-45e9-b0c5-9138e3ba801f, Two aces.," two aces 
"
aa239dc5-d070-4a28-904a-5fc2ee19c688," Oh, bullshit."," uh bullshit 
"
2cb05991-0fb1-4a99-81fb-01899aa38b95," Damn, a three."," damn a three 
"
036796c3-686f-40ad-b707-130b4aea2c85, Bullshit.," bullshit 
"
83664cce-3e08-4012-ad11-7ea68b2b08a9, Thank you.," plenty of room 
"
2678ae84-df5c-40a1-92d1-8fa937dd33f5, There's no such thing as playing Uno for a round or two," there's no such thing as playing uno for a round or two 
"
090081f6-7334-482a-905a-0eeb7e6e47df, tours," two aces 
"
5b11d084-2f22-4439-9717-694f6543d8be, I'll be fighting for a twist or one minute.," it would be fun we played twister won't it 
"
ac9ce3f0-c35d-4541-bc85-6f3b7edab881, Boom.," two more 
"
13b61993-aa0b-4709-81cc-e44228fd1424," Yeah, I know, right?"," yeah i know right 
"
7c95a7cb-db08-4907-ac65-e124ce70479d," Biomap, three down."," but i only put three down 
"
43397145-a77a-4993-a95a-3f9671bffb49," Love can, we played love shivers."," have you played love before 
"
0c891d55-b5df-46d5-9189-f235a142ab21," One four, it's okay. Bullshit. Pick it up. Damn it!"," one four it's okay bullshit damn it 
"
4c1dd630-8bc7-4561-8db5-1121a5876d74, I'm actually right out.," that's right 
"
959dcb2b-4291-45b4-aa24-dc144de6fc1a, Bye!," pass 
"
d4316b6f-e4e5-41f3-bb44-17babd7c0298, I'm sick of this shit.," i'm sick of this shit 
"
70be8389-925b-4d1c-9a3e-c2ea84c8acf8, I have five days three for three.," man fuck these threes fours 
"
d2971199-b096-48b5-a4fc-23602efbd404," And I want to get my nails done, but I don't want to waste money."," and i wanna get my nails done but i don't wanna waste money 
"
be6fde85-1b6b-4c86-9a07-1449b29ffe7d," Like, I feel like I'm in like one of the wrongs where like you were just like about half part-ground."," like i feel like i'm in like one of the where like you wear just like that half part crown 
"
c54f4fb5-8ce2-4120-b9a6-3ecb77e2bfcb, I got all the threes. I got all the threes.," cuz i got all i got all the threes i got all i've waited for someone to say all the fucking threes 
"
6c0ece0a-a49e-47e5-b08c-2260132b541f, I met those kids?," count 
"
e2576acc-fbd5-491e-be95-06f26aab6cbb, Johnny," challenge 
"
34bb1793-5568-4146-9743-bc372ef6469d," I don't know, five hundred? What's that? What's supposed to do with five hundred?"," i want five hundred what the fuck am i supposed to do with five hundred 
"
4c95cac2-2357-442d-9e90-f98f58a59912, Yeah. Oh. Why was my people watching?," damn damn why were so many people bullshitting 
"
66c0a77c-aded-4ba4-86ed-814025356450, I can't wait.," i can wait 
"
ba2efebc-49d3-4a80-a1c7-0fb9bd2c98bb, and also easier to blow.," and also easier to bluff 
"
77c78684-9362-43d4-908b-bb4813bc0d97, Well...," what 
"
f8eb531f-8012-4ec9-a8bf-20decebaf194, How you doing?," what are you doing 
"
5a9708ad-0f45-4979-8d26-1188f4ece8d9,," what the hell 
"
33e858b6-da05-445d-8022-b89434243d2a, Thanks out.," three kings out 
"
f9f6bf5b-92bb-4fe6-a0b5-809e0e321858, We're eight.," four eights 
"
0bc0e5d1-d562-41d3-8bc3-b9e3a0c3705f, content.," one ten 
"
b06ee775-fd4e-4d88-a2e5-c1eeeb96d7a8, Oops.," oops oops 
"
d04f4330-77cb-4a7a-865f-4b18bfd2a0f1, So we can...," sowe can 
"
96c9f79a-35b2-4fa4-aaa8-f10c92368448, I'm glad you do.," yeah you do 
"
864b4b3b-935e-42eb-9d62-f5e2b994f410, Sorry about that. This is the joker's error of which error. Now this becomes very interesting because there are two days here. And so eight cards of each type. So it's harder than the regular game. And should we keep that passing molar rule?," now this becomes very interesting because there are two decks here and so eight cards of each type so it's harder than the regular game and should we keep the passing 
"
ed9f6679-ef40-479a-b6ac-afb3e26fe211, ...," i oughta 
"
8f5583e8-1567-4652-bed6-4ddad9184934, Really good.," really good 
"
c7f86ecd-6e95-4b86-8ae6-25158b683f52, like five doubles and then a triple or something like that. And these have their numbers on them so we know what numbers what since we're not Chinese.," like five doubles and then a triple or something like that and these have their number on them so we know what numbers is what since we're not chinese 
"
835dccbb-26a9-4c57-9012-de9067558eb5, Let me get my phone.," i will get my 
"
2fa7af2e-5d2d-4675-a4a9-ba461f1c0ddd," Okay, now the master's in the game."," okay now the master is in the game 
"
047f8f29-fd0a-45a8-8023-9a9a10ce50a7," Well, I got a sixes."," what do i got sixes 
"
bbe8127b-98b7-4b02-8a5d-a30f72aa16c0, Thrift Store.," thrift store 
"
ae253a7d-5c71-4375-bc31-58724cc4e45e, You guys are really truthful. Thank you.," hm you guys are really truthful thank you 
"
9c629afc-730c-40b8-966d-c5612ff69ed8," One, four."," one four 
"
a4a2596f-6ef2-4f89-aae8-9a610d626ebe," Can you get that brown case for me, baby?"," can you get that brown case for me there 
"
30de77bc-a4d0-4fd1-a94f-e3997ce8ac8a," You start many years, you know? Many years. So then you get to play again. You know a palibar paski?"," you start then you get to play again pass 
"
0eba40be-0d92-4f52-9f2f-f7cba6d2275a, Now because you have been seeking your chance. He was important as I am. Who gets to call the shorts?," no because you challenged it is your challenge gets to call the shots 
"
4bf8cf48-311a-438b-af37-839ac1ffdaab, I'm sorry y'all made me pick up a bunch of cards in the beginning.," i'm sorry y'all made me pick up a bunch of cards in the beginning 
"
c5f0b087-4117-4676-bc21-84a25c198f8c, Bye!," fine 
"
24c5c688-01f3-4426-922e-95e0ed82a972, Thanks for watching.," bullshit pick that up 
"
5b6c9250-25f7-4a68-90e3-19ed842cd3cc, four nines.," four nines 
"
4159c1f2-8967-405a-9058-2847f44aafa2, If you get a Joker...," if you get a joker 
"
a4dbc523-c0f6-4d8b-9cc2-80785a0a5c92, You can believe it.," you can play 
"
9047843d-e47e-445c-a04b-49524904ad3f, Totally takes quarters.," totally takes quarters 
"
50d7aa11-4b50-4383-bcc2-2dfaca71934c, That's fun.," that's a three 
"
a2bd9a50-4d53-47f9-92d5-d0ff5bc35b23, My nails are shaking.," my nails are shaking 
"
f5eb7cfe-4476-497e-a2e1-216e6c90f47c, Come on.," one 
"
dc39646b-ef64-4136-9532-6934c8f5799e," you can use our teche-me-nine-tho-nine- Herb-ahl, actually."," nine 
"
6673c672-4891-46e8-82ae-bb168f073db3, Shut up!," shut up 
"
9978e291-2cad-4c74-b006-6d61928dbca8, back to be biased because I played it off of you.," but i could be biased cuz i i played it off of you 
"
fc4ffc65-5170-4bab-ad66-18e625a972ae, Roughly cool.," rightfully called 
"
eb852694-171b-49b2-a601-144e1a0189c1,," two sixes 
"
2b31ca64-a309-4614-8edf-c7aed37cb7f5," Oh, I have another fucking summon! Shit!"," oh i have another fucking seven shit 
"
040cda06-67c0-4f38-b236-b61037aa7b9f, quite a bit more to you.," call 
"
58739ab2-eebc-44c0-a75b-e87358549481," No, no, we play like that. We play hard, dude. I'm just about to make this game terrible for y'all. Well, I put down one for her. I put down three for us. That's how we play now. Because that's how you can play the game and that's stupid to say I'm playing a game like that. That doesn't make sense."," no no we play it like that we play how do i'm just about to make this game terrible for y'all i put down one four alright i put down three fours that's how i'm going to be playing now cuz that's how you that's how you can play the game and that's stupid as hell to play the game like that that doesn't make sense 
"
2dc975b1-61f4-484f-9928-b8c0e936d93c," I am here today! See you later, bye!"," me the nine fuck off i know how to do that though 
"
f28be022-0597-4003-8902-6201c3b74699, You said it three.," you said three 
"
d9cbd029-4648-4cb7-a596-0f8325159df0, We're recording you.," we're recording you 
"
96f7f706-db77-47ca-868e-fdc24d8dff7f, Three more.," three more 
"
963848d0-f7bb-4316-831d-86403fb6d227, One more.," one 
"
1de57ac2-131b-4d80-832e-5d7d5e4ba47a," I keep on continuing because no one called me out. I was not caught. So, if next card you should choose, I will get to decide. I think the key is to get to decide."," and i keep on continuing because no one called me out like i was not caught so it's the next card to be to choose i will get to decide i think the key is who gets to decide 
"
c0e50dfd-b434-40e3-9e47-45cb339115cf," Oh, did he?"," oh thirty 
"
9a2fc587-659c-4757-a0e8-407d6b73a008, Oh my good one.," oh good one 
"
a88f381b-40f2-4a6c-ad88-3cbf07ac25e2, Thank you.," thank you 
"
7bc773cc-4938-453b-b9e2-034a531fc9be," Wonderful, right?"," wonderful room 
"
2d03731e-0a0c-4084-ba32-ea01c92c10ca," You said three. Three two. Oh, I thought I thought two. Alright. Alright. Alright. Well guess what?"," you said three oh i thought so too alright all right all right well guess what 
"
1d769cc3-e91d-467d-9c40-feaaf72a0ec8," One, four."," one four 
"
cb39dfba-bec6-4d9a-b0cf-819c68f9a46b," I will go to her if I have any chance of catching someone, right? I will go there but it won't be enough"," joker and uh she she said like 
"
446a7090-6c7c-405f-ab30-0a61ce462318, I just won't give it one.," i just won't give him one 
"
fdf09773-d015-4e6e-9f43-83c85a138d95, Okay," okay 
"
786f0534-7362-495d-9a49-99cb84db9f24, and pepperon Not Die," bullshit 
"
3299e13e-50b3-4ba5-a6b0-b87832cb87a9," Three, two."," three twos 
"
de4bbfef-bd16-4b57-8bcb-4b07c08d2d83, Yeah? There's a piquet page...," yeah three fifty's big pays your the rent for this month and the bills or the utilities for last month dang you got it paid in the first week of the month 
"
cfcfc0f5-a117-4e27-a53c-6d268e3fec9e," Hold on, it's gonna be one second."," hold on just give me one second 
"
90f2819e-d6c2-48f5-a397-f3c988899d86, One.," or 
"
68093075-097c-4143-8b43-b202f48dae80," Oh, Jesus. networks no"," bullshit pick that up no 
"
dd596cc7-b961-49dd-9078-4475b4fba7a5," Oh, bullshit!"," oh bullshit 
"
b493490e-31f8-4f6e-8ed9-253d5e35fce4, Let's get it all cracked in here. Two eggs!," there must be a lot of crack in there two ace 
"
73fef993-6152-4464-9fc5-97eab8a811ef," One, six!"," one six 
"
8f34b8b8-b546-46cd-8516-236ff56c0bdd," And as suppose I say five, I keep five cards and I say five kings. And there are four kings and one some other card in that. And she calls it a legend."," and um i suppose i say uh five i keep five cards and i say five uh kings and there are four kings and one some other card in that and she calls 
"
b8573ce2-c1f3-41f0-a20f-59c26a603cbf," No, it could be the same rank or higher is what they're saying."," no it could be the same rank or higher is what they're saying 
"
a7f2ed2a-efb5-4bfe-a67a-512f8d29fcc5, That's what we do.," how'd you even 
"
44eafd7f-a20b-47e2-be1b-76672f97c6c7," I didn't do it, it was all him. I was just going along with the show. I didn't call bullshit that many times."," i didn't do it it was all him i was just going along with his show i didn't call bullshit that many times 
"
ee41b3b9-cd30-410a-8daa-3d6b45f66573, you know since I did this the next person will be. You can't see you on the cards and you still you know you can't organize everything.," you know since i did this the next person will you can see all the cards and you still and you can organize everything and 
"
6dfa95b9-32f7-42ee-99af-1e8c5ef9e944," Hold on, just give me one second. Get my shit in order."," hold on just give me one second get my shit in order 
"
a1a1881f-ae30-4a5b-9997-190fc776f658, Phoenix.," three nines 
"
072f915a-a807-427b-ace0-e6a1761539b0," Maybe like a couple little things right here, but there's plenty of room."," maybe like a couple of little things right here but there's plenty of room 
"
93fca95e-aff4-4a0b-a714-110b1a2f27c4," No, that seems right."," no that seems right 
"
02197e42-deea-436c-946a-68803a067d4a, I wanna call Bs so bad on that.," i want to call bs so bad on that 
"
f5448d20-172e-4462-8b88-9d291235289a, Do it.," do it 
"
54ddf591-7da7-4881-a73f-e4b1ace3ef68," I just don't say anything, I just play."," i just don't say anything i just play 
"
0079dfc6-b10d-418b-aa89-2da5859d9b96," I didn't hear what he said, so I had to hear what you."," i didn't hear what he said so i had a hand one two 
"
73341d06-24d7-4572-8515-e61a337a2166, Kit.," okay 
"
22d84699-26a0-4d41-b82d-870b81dafe16," I think it's only on taking pictures, man. Is it blinking?"," i think it's only on taking pictures mode is it blinking 
"
d1120cf4-d414-47fb-84c2-f221e8b278a2, All three.," two three 
"
4ef9c4f0-62c1-42f5-bcd5-6dcb5f4f9a92, It doesn't care.," i don't care 
"
d9fdf898-9154-4817-96eb-fdf449b2ef5a, Drawn to four nights.," four nines 
"
8a3a9f58-59b6-4c48-bf19-ac8c3d8cfdeb, F…," good job 
"
a1948bd5-da62-4ff2-9375-f0e121508ef5, Peace out.," bullshit 
"
9f96a60a-c241-4415-abcd-51054f847394, ...," do the 
"
de4c89a4-31a5-48ea-ab4c-67154aab0ce0, You want a new dealer?," welcome to the olympics 
"
8bdcc17f-123e-47dc-9f3e-7d1db12a3c0c,," no 
"
30be162c-d490-439d-a18f-0f053287219c, Jesus Christ.," jesus christ 
"
6aef1cbe-17b7-4a6d-b926-324c4fa5d644, Thanks!," nice 
"
aada5cb9-5951-4205-addc-8021523548dc," Can't text me, I don't remember. Um, no, who wants us to play that game?"," can't text him i don't have his number um do you know if he wants us to play that game 
"
ab8ba328-2624-4d38-9964-b46317c06f66, I'm gonna put out fours when you're posing for our fives.," when i put out fours you're supposed to be putting out fives 
"
a1563cf7-18ee-47d5-8700-46e4c7eceb62, One more.," one more 
"
ea722c4a-0e16-42e0-81b1-35ac6414ea10, super," sleep around here 
"
8d39b8c5-52ce-4040-9f68-29024861c843, I'll mix two decks to make it interesting.," i will mix two decks to make it interesting single eh 
"
d9ea4ef2-fef1-4b10-9bee-1667e88c50e0, One five.," one five 
"
775272a4-0da9-458e-8108-c251ce0afff9, Bullshit.," bullshit 
"
71dc1433-4905-4bd9-8000-1881c118a48d, Don't...," two 
"
aa583a90-6c68-4caa-880d-013f0a94494b," and you don't get to see what's in there. Otherwise, it will become easier."," and we don't get to see what's in there otherwise it it becomes easy 
"
1a04be0d-647e-4564-add2-5819e5d5fd26, I think they're fine.," i think they're fine 
"
40e960bf-f7d1-4c98-a822-e34c8039e531, three fours.," three fours 
"
25674215-2735-40ef-bddf-c7df563667a4, He has all the time.," he has all the
"
c8733669-bac7-47de-b184-0b695365667a, more seven.," one seven 
"
bc0b0243-8edb-4ee4-b511-2f3919943a2f, An age!," he had eights 
"
f4106472-7c8f-462f-bd65-992c99d84f7a, Okay.," one king 
"
3b9295ac-1ef0-4604-ab04-7cb4127f35fc, I'm on her call book shit on that.," i'm i'm i'm call bullshit on that
"
e2c6f619-b8b6-46f4-b86d-41cec4d087cc, Bye.," wow 
"
a634619a-b11e-4fab-86cd-8052fa68e2bf, Bye bye.," okay 
"
db40fda2-ce16-48d1-aa5f-a7e8182f35f7, Yeah.," yeah 
"
eeba3145-5c12-445e-87e2-7a537c77ed54, That is what my dad doesn't like.," that doesn't like that doesn't make sense 
"
d49b8e4e-70de-4143-aa04-862e5e56ccae," Okay, let's start."," okay let's start 
"
6b111d5b-2dfe-4aa0-a6f8-4ae63a10351e, Hahagan," hmm 
"
d4dcab18-f505-4492-bb4e-75e6098cfab7," Call that bullshit, please. No, because you said call that bullshit. You really got to stop selling yourself out like this."," hmm no quit saying call that bullshit you really got to stop selling yourself out like that 
"
82885bd9-56ec-4c71-ad70-a7625e4bd9f1, Fookings.," two kings 
"
7dfc6f6d-f86a-4671-9ed2-a9343e1fc16c, See you soon.," case huh 
"
a376f911-a9a8-4bdc-9343-e04d162c4c47, Nothing. We're not gonna say I'm a court. If you can't remember this...," nothing we not going to say it on recorded cameras 
"
a8834b3d-329f-4640-b0bf-643246b1410b, Nailed it.," nailed it 
"
e22da8e3-20f5-4421-bc27-b0825f3a66f9, Thank You," because 
"
f93e08c2-4a2f-4ecd-8f82-7c4828156ebd, I will if I were to land for some myself.," i went through it the other night threw some myself away instead 
"
e82ed739-2f55-4ffb-8067-97a3f9a28b67, Okay.," okay 
"
c0e8f6fc-1c55-46c6-a49e-d5af595a7ba7, Not too much attention to yourself.," you draw too much attention to yourself 
"
493ddc82-5625-4f7f-bfbb-70bab9a2b064," But I think we should play one deck or we should have played one deck before Because what if they want one deck in their video And we separate tournament time like that, but Karolang actually"," but i think we should play one deck or we should have played one deck before because what if they want one deck in that radio how we separate 
"
d9eb4321-7d18-472b-ace4-558fd0e1a3b2, for four nights.," four nines 
"
db350fe6-b481-4b6b-9702-a84fcc7b3629, the way you get rid of cards.," the way you get rid of cards 
"
5baf14ca-6e4d-4d5f-a750-09a26ec6cbc2," How many? How many sixes? You can play. You can play and you know. Huh? Meerad, those two are the King, I said, Valked Alta Dha. Because it is easier for you to get rid of many of them at the same time now. And also easier to bluff."," how many you can play okay 
"
adc9919c-5316-40bd-90ff-f0810c2ff33e,," three more 
"
7b35a41d-3cf1-44a4-8ae8-e0fd11f409f2, Yeah.," one four 
"
93eba55b-0136-4a7b-a030-679544ce7503," I'll read the instructions to you right now. Pick up the card. Those are yours now. Okay, it says here. The player on the left of the dealer goes first. This player chooses a card from their hand, and a place of fear."," i'll read the instructions to you right now pick up the cards those are yours now okay it says here the player on the left of the dealer goes first this player chooses a card from their their hand place it 
"
